ID,from_node,to_node,distance,spend_tm
211,3,28,23.64282547,23
212,3,29,23.33711295,23
213,3,30,23.33711295,23
214,3,31,26.50456689,26
215,3,32,26.50456689,26
216,3,33,11.84705406,11
217,3,34,11.84705406,11
218,3,35,6.450152611,6
219,3,36,6.450152611,6
220,3,37,32.04229724,32
221,3,38,32.04229724,32
222,3,39,30.92460993,30
223,3,40,30.92460993,30
224,3,41,24.55949351,24
225,3,42,24.55949351,24
226,3,43,24.32067852,24
227,3,44,24.32067852,24
228,3,45,25.78702258,25
229,3,46,25.78702258,25
230,3,47,9.985121627,9
231,3,48,9.985121627,9
232,3,49,15.4763349,15
233,3,50,15.4763349,15
234,3,51,33.54832781,33
235,3,52,33.54832781,33
236,3,53,4.249334342,4
237,3,54,4.249334342,4
238,3,55,7.305766245,7
239,3,56,7.305766245,7
240,3,57,2.038570834,2
241,3,58,2.038570834,2
242,3,59,11.9454103,11
243,3,60,11.9454103,11
244,3,61,18.40982156,18
245,4,0,18.40982156,18
246,4,1,26.12531927,26
247,4,2,26.12531927,26
248,4,3,0,0
249,4,5,24.4436579,24
250,4,6,24.4436579,24
251,4,7,10.31314962,10
252,4,8,10.31314962,10
253,4,9,23.85128329,23
254,4,10,23.85128329,23
255,4,11,12.2363607,12
256,4,12,12.2363607,12
257,4,13,5.406684518,5
258,4,14,5.406684518,5
259,4,15,10.52154091,10
260,4,16,10.52154091,10
261,4,17,8.922239955,8
262,4,18,8.922239955,8
263,4,19,6.729784875,6
264,4,20,6.729784875,6
265,4,21,2.66484603,2
266,4,22,2.66484603,2
267,4,23,37.16895603,37
268,4,24,37.16895603,37
269,4,25,28.43793558,28
270,4,26,28.43793558,28
271,4,27,23.64282547,23
272,4,28,23.64282547,23
273,4,29,23.33711295,23
274,4,30,23.33711295,23
275,4,31,26.50456689,26
276,4,32,26.50456689,26
277,4,33,11.84705406,11
278,4,34,11.84705406,11
279,4,35,6.450152611,6
280,4,36,6.450152611,6
281,4,37,32.04229724,32
282,4,38,32.04229724,32
283,4,39,30.92460993,30
284,4,40,30.92460993,30
285,4,41,24.55949351,24
286,4,42,24.55949351,24
287,4,43,24.32067852,24
288,4,44,24.32067852,24
289,4,45,25.78702258,25
290,4,46,25.78702258,25
291,4,47,9.985121627,9
292,4,48,9.985121627,9
293,4,49,15.4763349,15
294,4,50,15.4763349,15
295,4,51,33.54832781,33
296,4,52,33.54832781,33
297,4,53,4.249334342,4
298,4,54,4.249334342,4
299,4,55,7.305766245,7
300,4,56,7.305766245,7
301,4,57,2.038570834,2
302,4,58,2.038570834,2
303,4,59,11.9454103,11
304,4,60,11.9454103,11
305,4,61,18.40982156,18
306,5,0,42.7817419,42
307,5,1,7.853204043,7
308,5,2,7.853204043,7
309,5,3,24.4436579,24
310,5,4,24.4436579,24
311,5,6,0,0
312,5,7,34.632114,34
313,5,8,34.632114,34
314,5,9,21.69457558,21
315,5,10,21.69457558,21
316,5,11,12.21891766,12
317,5,12,12.21891766,12
318,5,13,29.71216406,29
319,5,14,29.71216406,29
320,5,15,34.8625045,34
321,5,16,34.8625045,34
322,5,17,29.58193299,29
323,5,18,29.58193299,29
324,5,19,17.99687791,17
325,5,20,17.99687791,17
326,5,21,23.14905488,23
327,5,22,23.14905488,23
328,5,23,16.1280148,16
329,5,24,16.1280148,16
330,5,25,4.146801907,4
331,5,26,4.146801907,4
332,5,27,45.98109726,45
333,5,28,45.98109726,45
334,5,29,33.86929543,33
335,5,30,33.86929543,33
336,5,31,13.81814138,13
337,5,32,13.81814138,13
338,5,33,33.6469573,33
339,5,34,33.6469573,33
340,5,35,22.18855662,22
341,5,36,22.18855662,22
342,5,37,10.86746264,10
343,5,38,10.86746264,10
344,5,39,24.00348891,24
345,5,40,24.00348891,24
346,5,41,6.28168189,6
347,5,42,6.28168189,6
348,5,43,23.11702399,23
349,5,44,23.11702399,23
350,5,45,38.9592256,38
351,5,46,38.9592256,38
352,5,47,22.03773722,22
353,5,48,22.03773722,22
354,5,49,22.22652651,22
355,5,50,22.22652651,22
356,5,51,17.60102674,17
357,5,52,17.60102674,17
358,5,53,22.00553291,22
359,5,54,22.00553291,22
360,5,55,19.30836405,19
361,5,56,19.30836405,19
362,5,57,26.39174841,26
363,5,58,26.39174841,26
364,5,59,24.91514528,24
365,5,60,24.91514528,24
366,5,61,42.7817419,42
367,6,0,42.7817419,42
368,6,1,7.853204043,7
369,6,2,7.853204043,7
370,6,3,24.4436579,24
371,6,4,24.4436579,24
372,6,5,0,0
373,6,7,34.632114,34
374,6,8,34.632114,34
375,6,9,21.69457558,21
376,6,10,21.69457558,21
377,6,11,12.21891766,12
378,6,12,12.21891766,12
379,6,13,29.71216406,29
380,6,14,29.71216406,29
381,6,15,34.8625045,34
382,6,16,34.8625045,34
383,6,17,29.58193299,29
384,6,18,29.58193299,29
385,6,19,17.99687791,17
386,6,20,17.99687791,17
387,6,21,23.14905488,23
388,6,22,23.14905488,23
389,6,23,16.1280148,16
390,6,24,16.1280148,16
391,6,25,4.146801907,4
392,6,26,4.146801907,4
393,6,27,45.98109726,45
394,6,28,45.98109726,45
395,6,29,33.86929543,33
396,6,30,33.86929543,33
397,6,31,13.81814138,13
398,6,32,13.81814138,13
399,6,33,33.6469573,33
400,6,34,33.6469573,33
401,6,35,22.18855662,22
402,6,36,22.18855662,22
403,6,37,10.86746264,10
404,6,38,10.86746264,10
405,6,39,24.00348891,24
406,6,40,24.00348891,24
407,6,41,6.28168189,6
408,6,42,6.28168189,6
409,6,43,23.11702399,23
410,6,44,23.11702399,23
411,6,45,38.9592256,38
412,6,46,38.9592256,38
413,6,47,22.03773722,22
414,6,48,22.03773722,22
415,6,49,22.22652651,22
416,6,50,22.22652651,22
417,6,51,17.60102674,17
418,6,52,17.60102674,17
419,6,53,22.00553291,22
420,6,54,22.00553291,22
421,6,55,19.30836405,19
422,6,56,19.30836405,19
423,6,57,26.39174841,26
424,6,58,26.39174841,26
425,6,59,24.91514528,24
426,6,60,24.91514528,24
427,6,61,42.7817419,42
428,7,0,8.151675424,8
429,7,1,35.55682424,35
430,7,2,35.55682424,35
431,7,3,10.31314962,10
432,7,4,10.31314962,10
433,7,5,34.632114,34
434,7,6,34.632114,34
435,7,8,0,0
436,7,9,32.19578755,32
437,7,10,32.19578755,32
438,7,11,22.48255919,22
439,7,12,22.48255919,22
440,7,13,5.873125848,5
441,7,14,5.873125848,5
442,7,15,0.282808299,0
443,7,16,0.282808299,0
444,7,17,11.58075717,11
445,7,18,11.58075717,11
446,7,19,16.66105624,16
447,7,20,16.66105624,16
448,7,21,12.27074051,12
449,7,22,12.27074051,12
450,7,23,46.42007085,46
451,7,24,46.42007085,46
452,7,25,38.55506897,38
453,7,26,38.55506897,38
454,7,27,14.75871582,14
455,7,28,14.75871582,14
456,7,29,27.16051854,27
457,7,30,27.16051854,27
458,7,31,34.87973235,34
459,7,32,34.87973235,34
460,7,33,10.78135261,10
461,7,34,10.78135261,10
462,7,35,15.18376485,15
463,7,36,15.18376485,15
464,7,37,41.52219728,41
465,7,38,41.52219728,41
466,7,39,37.12613827,37
467,7,40,37.12613827,37
468,7,41,34.85407277,34
469,7,42,34.85407277,34
470,7,43,32.35038453,32
471,7,44,32.35038453,32
472,7,45,23.86121038,23
473,7,46,23.86121038,23
474,7,47,18.11133407,18
475,7,48,18.11133407,18
476,7,49,20.87151732,20
477,7,50,20.87151732,20
478,7,51,41.86982755,41
479,7,52,41.86982755,41
480,7,53,13.8345889,13
481,7,54,13.8345889,13
482,7,55,17.10214638,17
483,7,56,17.10214638,17
484,7,57,8.294561358,8
485,7,58,8.294561358,8
486,7,59,15.94001836,15
487,7,60,15.94001836,15
488,7,61,8.151675424,8
489,8,0,8.151675424,8
490,8,1,35.55682424,35
491,8,2,35.55682424,35
492,8,3,10.31314962,10
493,8,4,10.31314962,10
494,8,5,34.632114,34
495,8,6,34.632114,34
496,8,7,0,0
497,8,9,32.19578755,32
498,8,10,32.19578755,32
499,8,11,22.48255919,22
500,8,12,22.48255919,22
501,8,13,5.873125848,5
502,8,14,5.873125848,5
503,8,15,0.282808299,0
504,8,16,0.282808299,0
505,8,17,11.58075717,11
506,8,18,11.58075717,11
507,8,19,16.66105624,16
508,8,20,16.66105624,16
509,8,21,12.27074051,12
510,8,22,12.27074051,12
511,8,23,46.42007085,46
512,8,24,46.42007085,46
513,8,25,38.55506897,38
514,8,26,38.55506897,38
515,8,27,14.75871582,14
516,8,28,14.75871582,14
517,8,29,27.16051854,27
518,8,30,27.16051854,27
519,8,31,34.87973235,34
520,8,32,34.87973235,34
521,8,33,10.78135261,10
522,8,34,10.78135261,10
523,8,35,15.18376485,15
524,8,36,15.18376485,15
525,8,37,41.52219728,41
526,8,38,41.52219728,41
527,8,39,37.12613827,37
528,8,40,37.12613827,37
529,8,41,34.85407277,34
530,8,42,34.85407277,34
531,8,43,32.35038453,32
532,8,44,32.35038453,32
533,8,45,23.86121038,23
534,8,46,23.86121038,23
535,8,47,18.11133407,18
536,8,48,18.11133407,18
537,8,49,20.87151732,20
538,8,50,20.87151732,20
539,8,51,41.86982755,41
540,8,52,41.86982755,41
541,8,53,13.8345889,13
542,8,54,13.8345889,13
543,8,55,17.10214638,17
544,8,56,17.10214638,17
545,8,57,8.294561358,8
546,8,58,8.294561358,8
547,8,59,15.94001836,15
548,8,60,15.94001836,15
549,8,61,8.151675424,8
550,9,0,38.86403651,38
551,9,1,29.02002209,29
552,9,2,29.02002209,29
553,9,3,23.85128329,23
554,9,4,23.85128329,23
555,9,5,21.69457558,21
556,9,6,21.69457558,21
557,9,7,32.19578755,32
558,9,8,32.19578755,32
559,9,10,0,0
560,9,11,18.86995701,18
561,9,12,18.86995701,18
562,9,13,26.38112158,26
563,9,14,26.38112158,26
564,9,15,32.27844386,32
565,9,16,32.27844386,32
566,9,17,21.43414554,21
567,9,18,21.43414554,21
568,9,19,22.17828465,22
569,9,20,22.17828465,22
570,9,21,21.19694523,21
571,9,22,21.19694523,21
572,9,23,37.5637804,37
573,9,24,37.5637804,37
574,9,25,24.79748758,24
575,9,26,24.79748758,24
576,9,27,46.82001822,46
577,9,28,46.82001822,46
578,9,29,14.93535238,14
579,9,30,14.93535238,14
580,9,31,33.91702314,33
581,9,32,33.91702314,33
582,9,33,24.62872921,24
583,9,34,24.62872921,24
584,9,35,17.50708568,17
585,9,36,17.50708568,17
586,9,37,32.49561923,32
587,9,38,32.49561923,32
588,9,39,43.1161908,43
589,9,40,43.1161908,43
590,9,41,16.03090218,16
591,9,42,16.03090218,16
592,9,43,1.434947432,1
593,9,44,1.434947432,1
594,9,45,48.46870389,48
595,9,46,48.46870389,48
596,9,47,14.17549492,14
597,9,48,14.17549492,14
598,9,49,33.71626834,33
599,9,50,33.71626834,33
600,9,51,39.03045907,39
601,9,52,39.03045907,39
602,9,53,19.60715754,19
603,9,54,19.60715754,19
604,9,55,16.87735909,16
605,9,56,16.87735909,16
606,9,57,25.53751598,25
607,9,58,25.53751598,25
608,9,59,33.01014078,33
609,9,60,33.01014078,33
610,9,61,38.86403651,38
611,10,0,38.86403651,38
612,10,1,29.02002209,29
613,10,2,29.02002209,29
614,10,3,23.85128329,23
615,10,4,23.85128329,23
616,10,5,21.69457558,21
617,10,6,21.69457558,21
618,10,7,32.19578755,32
619,10,8,32.19578755,32
620,10,9,0,0
621,10,11,18.86995701,18
622,10,12,18.86995701,18
623,10,13,26.38112158,26
624,10,14,26.38112158,26
625,10,15,32.27844386,32
626,10,16,32.27844386,32
627,10,17,21.43414554,21
628,10,18,21.43414554,21
629,10,19,22.17828465,22
630,10,20,22.17828465,22
631,10,21,21.19694523,21
632,10,22,21.19694523,21
633,10,23,37.5637804,37
634,10,24,37.5637804,37
635,10,25,24.79748758,24
636,10,26,24.79748758,24
637,10,27,46.82001822,46
638,10,28,46.82001822,46
639,10,29,14.93535238,14
640,10,30,14.93535238,14
641,10,31,33.91702314,33
642,10,32,33.91702314,33
643,10,33,24.62872921,24
644,10,34,24.62872921,24
645,10,35,17.50708568,17
646,10,36,17.50708568,17
647,10,37,32.49561923,32
648,10,38,32.49561923,32
649,10,39,43.1161908,43
650,10,40,43.1161908,43
651,10,41,16.03090218,16
652,10,42,16.03090218,16
653,10,43,1.434947432,1
654,10,44,1.434947432,1
655,10,45,48.46870389,48
656,10,46,48.46870389,48
657,10,47,14.17549492,14
658,10,48,14.17549492,14
659,10,49,33.71626834,33
660,10,50,33.71626834,33
661,10,51,39.03045907,39
662,10,52,39.03045907,39
663,10,53,19.60715754,19
664,10,54,19.60715754,19
665,10,55,16.87735909,16
666,10,56,16.87735909,16
667,10,57,25.53751598,25
668,10,58,25.53751598,25
669,10,59,33.01014078,33
670,10,60,33.01014078,33
671,10,61,38.86403651,38
672,11,0,30.61894134,30
673,11,1,15.11816409,15
674,11,2,15.11816409,15
675,11,3,12.2363607,12
676,11,4,12.2363607,12
677,11,5,12.21891766,12
678,11,6,12.21891766,12
679,11,7,22.48255919,22
680,11,8,22.48255919,22
681,11,9,18.86995701,18
682,11,10,18.86995701,18
683,11,12,0,0
684,11,13,17.4953445,17
685,11,14,17.4953445,17
686,11,15,22.70532167,22
687,11,16,22.70532167,22
688,11,17,17.95574472,17
689,11,18,17.95574472,17
690,11,19,6.058465767,6
691,11,20,6.058465767,6
692,11,21,10.98823159,10
693,11,22,10.98823159,10
694,11,23,26.08210367,26
695,11,24,26.08210367,26
696,11,25,16.25879374,16
697,11,26,16.25879374,16
698,11,27,34.61102251,34
699,11,28,34.61102251,34
700,11,29,26.06277434,26
701,11,30,26.06277434,26
702,11,31,17.53952151,17
703,11,32,17.53952151,17
704,11,33,21.92753334,21
705,11,34,21.92753334,21
706,11,35,10.65808513,10
707,11,36,10.65808513,10
708,11,37,20.7241534,20
709,11,38,20.7241534,20
710,11,39,25.19254937,25
711,11,40,25.19254937,25
712,11,41,12.92963731,12
713,11,42,12.92963731,12
714,11,43,19.95972712,19
715,11,44,19.95972712,19
716,11,45,31.00815543,31
717,11,46,31.00815543,31
718,11,47,11.69639719,11
719,11,48,11.69639719,11
720,11,49,15.10054294,15
721,11,50,15.10054294,15
722,11,51,24.10301994,24
723,11,52,24.10301994,24
724,11,53,9.980152129,9
725,11,54,9.980152129,9
726,11,55,7.779474175,7
727,11,56,7.779474175,7
728,11,57,14.20657102,14
729,11,58,14.20657102,14
730,11,59,15.53971627,15
731,11,60,15.53971627,15
732,11,61,30.61894134,30
733,12,0,30.61894134,30
734,12,1,15.11816409,15
735,12,2,15.11816409,15
736,12,3,12.2363607,12
737,12,4,12.2363607,12
738,12,5,12.21891766,12
739,12,6,12.21891766,12
740,12,7,22.48255919,22
741,12,8,22.48255919,22
742,12,9,18.86995701,18
743,12,10,18.86995701,18
744,12,11,0,0
745,12,13,17.4953445,17
746,12,14,17.4953445,17
747,12,15,22.70532167,22
748,12,16,22.70532167,22
749,12,17,17.95574472,17
750,12,18,17.95574472,17
751,12,19,6.058465767,6
752,12,20,6.058465767,6
753,12,21,10.98823159,10
754,12,22,10.98823159,10
755,12,23,26.08210367,26
756,12,24,26.08210367,26
757,12,25,16.25879374,16
758,12,26,16.25879374,16
759,12,27,34.61102251,34
760,12,28,34.61102251,34
761,12,29,26.06277434,26
762,12,30,26.06277434,26
763,12,31,17.53952151,17
764,12,32,17.53952151,17
765,12,33,21.92753334,21
766,12,34,21.92753334,21
767,12,35,10.65808513,10
768,12,36,10.65808513,10
769,12,37,20.7241534,20
770,12,38,20.7241534,20
771,12,39,25.19254937,25
772,12,40,25.19254937,25
773,12,41,12.92963731,12
774,12,42,12.92963731,12
775,12,43,19.95972712,19
776,12,44,19.95972712,19
777,12,45,31.00815543,31
778,12,46,31.00815543,31
779,12,47,11.69639719,11
780,12,48,11.69639719,11
781,12,49,15.10054294,15
782,12,50,15.10054294,15
783,12,51,24.10301994,24
784,12,52,24.10301994,24
785,12,53,9.980152129,9
786,12,54,9.980152129,9
787,12,55,7.779474175,7
788,12,56,7.779474175,7
789,12,57,14.20657102,14
790,12,58,14.20657102,14
791,12,59,15.53971627,15
792,12,60,15.53971627,15
793,12,61,30.61894134,30
794,13,0,13.50355258,13
795,13,1,31.52534379,31
796,13,2,31.52534379,31
797,13,3,5.406684518,5
798,13,4,5.406684518,5
799,13,5,29.71216406,29
800,13,6,29.71216406,29
801,13,7,5.873125848,5
802,13,8,5.873125848,5
803,13,9,26.38112158,26
804,13,10,26.38112158,26
805,13,11,17.4953445,17
806,13,12,17.4953445,17
807,13,14,0,0
808,13,15,5.99404361,5
809,13,16,5.99404361,5
810,13,17,6.717356248,6
811,13,18,6.717356248,6
812,13,19,12.13646506,12
813,13,20,12.13646506,12
814,13,21,6.708039837,6
815,13,22,6.708039837,6
816,13,23,42.56053179,42
817,13,24,42.56053179,42
818,13,25,33.74662023,33
819,13,26,33.74662023,33
820,13,27,20.45465515,20
821,13,28,20.45465515,20
822,13,29,22.58972223,22
823,13,30,22.58972223,22
824,13,31,31.71893289,31
825,13,32,31.71893289,31
826,13,33,7.864898478,7
827,13,34,7.864898478,7
828,13,35,9.327577099,9
829,13,36,9.327577099,9
830,13,37,37.44712801,37
831,13,38,37.44712801,37
832,13,39,35.47156815,35
833,13,40,35.47156815,35
834,13,41,29.40293609,29
835,13,42,29.40293609,29
836,13,43,26.5828625,26
837,13,44,26.5828625,26
838,13,45,26.5911386,26
839,13,46,26.5911386,26
840,13,47,12.25452152,12
841,13,48,12.25452152,12
842,13,49,19.47271061,19
843,13,50,19.47271061,19
844,13,51,38.77055531,38
845,13,52,38.77055531,38
846,13,53,8.161615158,8
847,13,54,8.161615158,8
848,13,55,11.39813025,11
849,13,56,11.39813025,11
850,13,57,3.837521799,3
851,13,58,3.837521799,3
852,13,59,15.12691935,15
853,13,60,15.12691935,15
854,13,61,13.50355258,13
855,14,0,13.50355258,13
856,14,1,31.52534379,31
857,14,2,31.52534379,31
858,14,3,5.406684518,5
859,14,4,5.406684518,5
860,14,5,29.71216406,29
861,14,6,29.71216406,29
862,14,7,5.873125848,5
863,14,8,5.873125848,5
864,14,9,26.38112158,26
865,14,10,26.38112158,26
866,14,11,17.4953445,17
867,14,12,17.4953445,17
868,14,13,0,0
869,14,15,5.99404361,5
870,14,16,5.99404361,5
871,14,17,6.717356248,6
872,14,18,6.717356248,6
873,14,19,12.13646506,12
874,14,20,12.13646506,12
875,14,21,6.708039837,6
876,14,22,6.708039837,6
877,14,23,42.56053179,42
878,14,24,42.56053179,42
879,14,25,33.74662023,33
880,14,26,33.74662023,33
881,14,27,20.45465515,20
882,14,28,20.45465515,20
883,14,29,22.58972223,22
884,14,30,22.58972223,22
885,14,31,31.71893289,31
886,14,32,31.71893289,31
887,14,33,7.864898478,7
888,14,34,7.864898478,7
889,14,35,9.327577099,9
890,14,36,9.327577099,9
891,14,37,37.44712801,37
892,14,38,37.44712801,37
893,14,39,35.47156815,35
894,14,40,35.47156815,35
895,14,41,29.40293609,29
896,14,42,29.40293609,29
897,14,43,26.5828625,26
898,14,44,26.5828625,26
899,14,45,26.5911386,26
900,14,46,26.5911386,26
901,14,47,12.25452152,12
902,14,48,12.25452152,12
903,14,49,19.47271061,19
904,14,50,19.47271061,19
905,14,51,38.77055531,38
906,14,52,38.77055531,38
907,14,53,8.161615158,8
908,14,54,8.161615158,8
909,14,55,11.39813025,11
910,14,56,11.39813025,11
911,14,57,3.837521799,3
912,14,58,3.837521799,3
913,14,59,15.12691935,15
914,14,60,15.12691935,15
915,14,61,13.50355258,13
916,15,0,7.919237465,7
917,15,1,35.81765907,35
918,15,2,35.81765907,35
919,15,3,10.52154091,10
920,15,4,10.52154091,10
921,15,5,34.8625045,34
922,15,6,34.8625045,34
923,15,7,0.282808299,0
924,15,8,0.282808299,0
925,15,9,32.27844386,32
926,15,10,32.27844386,32
927,15,11,22.70532167,22
928,15,12,22.70532167,22
929,15,13,5.99404361,5
930,15,14,5.99404361,5
931,15,16,0,0
932,15,17,11.5806138,11
933,15,18,11.5806138,11
934,15,19,16.89818656,16
935,15,20,16.89818656,16
936,15,21,12.44576463,12
937,15,22,12.44576463,12
938,15,23,46.68625239,46
939,15,24,46.68625239,46
940,15,25,38.79128081,38
941,15,26,38.79128081,38
942,15,27,14.72491904,14
943,15,28,14.72491904,14
944,15,29,27.10917234,27
945,15,30,27.10917234,27
946,15,31,35.15572637,35
947,15,32,35.15572637,35
948,15,33,10.68160588,10
949,15,34,10.68160588,10
950,15,35,15.31632589,15
951,15,36,15.31632589,15
952,15,37,41.78294062,41
953,15,38,41.78294062,41
954,15,39,37.40847919,37
955,15,40,37.40847919,37
956,15,41,35.05129654,35
957,15,42,35.05129654,35
958,15,43,32.4210165,32
959,15,44,32.4210165,32
960,15,45,24.05963098,24
961,15,46,24.05963098,24
962,15,47,18.21257785,18
963,15,48,18.21257785,18
964,15,49,21.15410048,21
965,15,50,21.15410048,21
966,15,51,42.14722875,42
967,15,52,42.14722875,42
968,15,53,14.00074776,14
969,15,54,14.00074776,14
970,15,55,17.26700433,17
971,15,56,17.26700433,17
972,15,57,8.509074043,8
973,15,58,8.509074043,8
974,15,59,16.22156526,16
975,15,60,16.22156526,16
976,15,61,7.919237465,7
977,16,0,7.919237465,7
978,16,1,35.81765907,35
979,16,2,35.81765907,35
980,16,3,10.52154091,10
981,16,4,10.52154091,10
982,16,5,34.8625045,34
983,16,6,34.8625045,34
984,16,7,0.282808299,0
985,16,8,0.282808299,0
986,16,9,32.27844386,32
987,16,10,32.27844386,32
988,16,11,22.70532167,22
989,16,12,22.70532167,22
990,16,13,5.99404361,5
991,16,14,5.99404361,5
992,16,15,0,0
993,16,17,11.5806138,11
994,16,18,11.5806138,11
995,16,19,16.89818656,16
996,16,20,16.89818656,16
997,16,21,12.44576463,12
998,16,22,12.44576463,12
999,16,23,46.68625239,46
1000,16,24,46.68625239,46
1001,16,25,38.79128081,38
1002,16,26,38.79128081,38
